hits,title,year,authors,key,ee,venue_category
284,Immediate Biomechanical Effects of Providing Adaptive Assistance With an Ankle Exoskeleton in Individuals After Stroke.,2022,Jesús de Miguel-Fernández & Camille Pescatore & Alba Mesa-Garrido & Cindy Rikhof & Erik C. Prinsen & Josep M. Font-Llagunes & Joan Lobo-Prat,journals/ral/Miguel-Fernandez22,https://doi.org/10.1109/LRA.2022.3183799,Robotics
1798,A generic and modular reference architecture for self-explainable smart homes.,2022,Étienne Houzé & Ada Diaconescu & Jean-Louis Dessalles & David Menga,conf/acsos/HouzeDDM22,https://doi.org/10.1109/ACSOS55765.2022.00028,Self-Adaptive_Systems
457,Viable Algorithmic Options for Designing Reactive Robot Swarms.,2018,Todd Wareham & Andrew Vardy,journals/taas/WarehamV18,https://doi.org/10.1145/3157087,Self-Adaptive_Systems
1976,System Discovery through Neocortical Architectures and Experimental Play.,2017,Jacob S. Everist,conf/saso/Everist17,http://doi.ieeecomputersociety.org/10.1109/FAS-W.2017.134,Self-Adaptive_Systems
1974,Towards Linking Adaptation Rules to the Utility Function for Dynamic Architectures.,2016,Sona Ghahremani & Holger Giese & Thomas Vogel 0001,conf/saso/GhahremaniGV16,https://doi.org/10.1109/SASO.2016.21,Self-Adaptive_Systems
1960,Social Amoeba Dictyostelium Discoideum as an Inspiration for Swarm Robotics.,2015,Mohammad Parhizkar & Giovanna Di Marzo Serugendo,conf/saso/ParhizkarS15,https://doi.org/10.1109/SASO.2015.26,Self-Adaptive_Systems
1928,Containerized Development and Microservices for Self-Driving Vehicles: Experiences & Best Practices.,2017,Christian Berger 0001 & Björnborg Nguyen & Ola Benderius,conf/icsa/BergerNB17,https://doi.org/10.1109/ICSAW.2017.56,Software_Architecture
1887,A Reference Architecture for Personalized and Self-adaptive e-Health Apps.,2020,Eoin Martino Grua & Martina De Sanctis & Patricia Lago,conf/ecsa/GruaSL20,https://doi.org/10.1007/978-3-030-59155-7_15,Software_Architecture
1948,Design and Prototyping of a Single Axis; Building Material Integrated; Distributed Robotic Assembly System.,2019,Samuel Leder & Ramon Weber & Dylan Wood & Oliver Bucklin & Achim Menges,conf/saso/LederWWBM19,https://doi.org/10.1109/FAS-W.2019.00056,Self-Adaptive_Systems
1856,A Simulation-Based Architecture for Smart Cyber-Physical Systems.,2016,Thomas Gabor & Lenz Belzner & Marie Kiermeier & Michael Till Beck & Alexander Neitz,conf/icac/GaborBKBN16,https://doi.org/10.1109/ICAC.2016.29,Self-Adaptive_Systems
454,Tight Analysis of a Collisionless Robot Gathering Algorithm.,2017,Gokarna Sharma & Costas Busch & Supratik Mukhopadhyay & Charles Malveaux,journals/taas/SharmaBMM17,https://doi.org/10.1145/3056460,Self-Adaptive_Systems
257,Self-Stabilizing Self-Assembly.,2022,Martin Jílek & Katerina Stránská & Michael Somr & Miroslav Kulich & Jan Zeman & Libor Preucil,journals/ral/JilekSSKZP22,https://doi.org/10.1109/LRA.2022.3191795,Robotics
1803,Specifying Reactive Robotic Applications With Reference Attribute Motion Grammars.,2022,Johannes Mey & René Schöne & Ariel Podlubne & Uwe Aßmann,conf/acsos/MeySPA22,https://doi.org/10.1109/ACSOSC56246.2022.00035,Self-Adaptive_Systems
1944,A Holonic Control Architecture for a Heterogeneous Multi-Objective Smart Micro-Grid.,2013,Sylvain Frey & Ada Diaconescu & David Menga & Isabelle M. Demeure,conf/saso/FreyDMD13,https://doi.org/10.1109/SASO.2013.11,Self-Adaptive_Systems
1924,A Pattern-Oriented Design Framework for Self-Adaptive Software Systems.,2019,Paolo Arcaini & Raffaela Mirandola & Elvinia Riccobene & Patrizia Scandurra,conf/icsa/ArcainiMRS19,https://doi.org/10.1109/ICSA-C.2019.00037,Software_Architecture
1866,Generality vs. reusability in architecture-based self-adaptation: the case for self-adaptive microservices.,2018,Nabor C. Mendonça & David Garlan & Bradley R. Schmerl & Javier Cámara,conf/ecsa/MendoncaGSC18,https://doi.org/10.1145/3241403.3241423,Software_Architecture
1925,ROSDiscover: Statically Detecting Run-Time Architecture Misconfigurations in Robotics Systems.,2022,Christopher Steven Timperley & Tobias Dürschmid & Bradley R. Schmerl & David Garlan & Claire Le Goues,conf/icsa/TimperleyDSGG22,https://doi.org/10.1109/ICSA53651.2022.00019,Software_Architecture
