hits,title,year,authors,key,ee,venue_category
1051,Privacy-Aware UAV Flights through Self-Configuring Motion Planning.,2020,Yixing Luo & Yijun Yu & Zhi Jin & Yao Li 0011 & Zuohua Ding & Yuan Zhou 0005 & Yang Liu 0003,conf/icra/LuoYJLD0020,https://doi.org/10.1109/ICRA40945.2020.9197564,Robotics
951,Cooperative Adaptive Control for Cloud-Based Robotics.,2018,Patrick M. Wensing & Jean-Jacques E. Slotine,conf/icra/WensingS18,https://doi.org/10.1109/ICRA.2018.8460856,Robotics
1809,Architecture-based self-protecting software systems.,2013,Eric Yuan & Sam Malek & Bradley R. Schmerl & David Garlan & Jeff Gennari,conf/qosa/YuanMSGG13,https://doi.org/10.1145/2465478.2465479,Software_Architecture
1946,Towards Self-Organizing Swarms of Reconfigurable Self-Aware Robots.,2016,Oliver Kosak & Constantin Wanninger & Andreas Angerer & Alwin Hoffmann & Alexander Schiendorfer & Hella Seebach,conf/saso/KosakWAHSS16,https://doi.org/10.1109/FAS-W.2016.52,Self-Adaptive_Systems
1878,Self-assembling heterogeneous interactive systems.,2016,Gheorghe Stefanescu & Ciprian Ionut Paduraru,conf/ecsa/StefanescuP16,https://doi.org/10.1145/3175731.3176174,Software_Architecture
1816,Model-driven performance engineering of self-adaptive systems: a survey.,2012,Matthias Becker 0001 & Markus Luckey & Steffen Becker 0001,conf/qosa/BeckerLB12,https://doi.org/10.1145/2304696.2304716,Software_Architecture
1963,Orbital Construction: Swarms of Simple Robots Building Enclosures.,2018,Andrew Vardy,conf/saso/Vardy18,https://doi.org/10.1109/FAS-W.2018.00040,Self-Adaptive_Systems
1888,Self-adaptive IoT architectures: an emergency handling case study.,2018,Henry Muccini & Romina Spalazzese & Mahyar Tourchi Moghaddam & Mohammad Sharaf,conf/ecsa/MucciniSMS18,https://doi.org/10.1145/3241403.3241424,Software_Architecture
1854,Gru: An Approach to Introduce Decentralized Autonomic Behavior in Microservices Architectures.,2016,Luca Florio & Elisabetta Di Nitto,conf/icac/FlorioN16,https://doi.org/10.1109/ICAC.2016.25,Self-Adaptive_Systems
1964,Hierarchical Service Oriented Architecture for Development of Autonomic Systems.,2015,Malik Jahan Khan,conf/saso/Khan15,https://doi.org/10.1109/SASO.2015.30,Self-Adaptive_Systems
1796,Lightweight and Reconfigurable Security Architecture for Internet of Things devices.,2021,Armin Babaei,conf/acsos/Babaei21,https://doi.org/10.1109/ACSOS-C52956.2021.00082,Self-Adaptive_Systems
1966,A Framework for Adaptive and Goal-Driven Behaviour Control of Multi-robot Systems.,2016,Christopher-Eyk Hrabia,conf/saso/Hrabia16,https://doi.org/10.1109/FAS-W.2016.67,Self-Adaptive_Systems
1035,Ada-Detector: Adaptive Frontier Detector for Rapid Exploration.,2022,Zezhou Sun & Banghe Wu & Chengzhong Xu 0001 & Hui Kong,conf/icra/SunW0K22,https://doi.org/10.1109/ICRA46639.2022.9811614,Robotics
1587,Adaptive walking load control for training physical strength using cane-type robot.,2017,Shunki Itadera & Yasuhisa Hasegawa & Toshio Fukuda & Masanori Tanimoto & Izumi Kondo,conf/iros/ItaderaHFTK17,https://doi.org/10.1109/IROS.2017.8202202,Robotics
1968,Sustainable Safety in Mobile Multi-robot Systems via Collective Adaptation.,2015,Darko Bozhinoski & Ivano Malavolta & Antonio Bucchiarone & Annapaola Marconi,conf/saso/BozhinoskiMBM15,https://doi.org/10.1109/SASO.2015.31,Self-Adaptive_Systems
1912,Self-accounting in architecture-based self-adaptation.,2019,Raffaela Mirandola & Elvinia Riccobene & Patrizia Scandurra,conf/ecsa/MirandolaRS19,https://doi.org/10.1145/3344948.3344957,Software_Architecture
1914,Modeling Collaborations in Adaptive Systems of Systems.,2015,Sebastian Wätzoldt & Holger Giese,conf/ecsa/WatzoldtG15,https://doi.org/10.1145/2797433.2797436,Software_Architecture
1578,3D Coating Self-Assembly for Modular Robotic Scaffolds.,2020,Pierre Thalamy & Benoît Piranda & Julien Bourgeois,conf/iros/ThalamyPB20,https://doi.org/10.1109/IROS45743.2020.9341324,Robotics
1857,Integrating Adaptation Mechanisms Using Control Theory Centric Architecture Models: A Case Study.,2014,Filip Krikava & Philippe Collet & Romain Rouvoy,conf/icac/KrikavaCR14,https://www.usenix.org/conference/icac14/technical-sessions/presentation/krikava,Self-Adaptive_Systems
561,Architecting resilient computing systems: A component-based approach for adaptive fault tolerance.,2017,Miruna Stoicescu & Jean-Charles Fabre & Matthieu Roy,journals/jsa/StoicescuFR17,https://doi.org/10.1016/j.sysarc.2016.12.005,Software_Architecture
1943,Assessing Self-Adaptation Strategies Using Cost-Benefit Analysis.,2022,Ilias Gerostathopoulos & Claudia Raibulet & Elvin Alberts,conf/icsa/Gerostathopoulos22,https://doi.org/10.1109/ICSA-C54293.2022.00023,Software_Architecture
37,See Eye to Eye: A Lidar-Agnostic 3D Detection Framework for Unsupervised Multi-Target Domain Adaptation.,2022,Darren Tsai & Julie Stephany Berrio & Mao Shan & Stewart Worrall & Eduardo M. Nebot,journals/ral/TsaiBSWN22,https://doi.org/10.1109/LRA.2022.3185783,Robotics
53,Self-Supervised Correspondence in Visuomotor Policy Learning.,2020,Peter R. Florence & Lucas Manuelli & Russ Tedrake,journals/ral/FlorenceMT20,https://doi.org/10.1109/LRA.2019.2956365,Robotics
458,Hyper-Learning Algorithms for Online Evolution of Robot Controllers.,2017,Fernando Silva 0003 & Luís Correia 0001 & Anders Lyhne Christensen,journals/taas/SilvaCC17,https://doi.org/10.1145/3092815,Self-Adaptive_Systems
1447,Efficient Learning of Inverse Dynamics Models for Adaptive Computed Torque Control.,2022,David Jorge & Gabriella Pizzuto & Michael N. Mistry,conf/iros/JorgePM22,https://doi.org/10.1109/IROS47612.2022.9981744,Robotics
710,A Bio-Signal Enhanced Adaptive Impedance Controller for Lower Limb Exoskeleton.,2020,Lin-qing Xia & Yachun Feng & Fan Chen & Xinyu Wu 0001,conf/icra/XiaFC020,https://doi.org/10.1109/ICRA40945.2020.9196774,Robotics
1930,An Architecture-Driven Adaptation Approach for Big Data Cyber Security Analytics.,2019,Faheem Ullah & Muhammad Ali Babar,conf/icsa/UllahB19,https://doi.org/10.1109/ICSA.2019.00013,Software_Architecture
575,Adapting the concept of artificial DNA and hormone system to AUTOSAR environments.,2020,Eric Hutter & Uwe Brinkschulte & Felix Fastnacht,journals/jsa/HutterBF20,https://doi.org/10.1016/j.sysarc.2019.101700,Software_Architecture
