hits,title,year,authors,key,ee,venue_category
14,Hybrid Adaptive Control Strategy for Continuum Surgical Robot Under External Load.,2021,Ziwen Wang & Teng Wang & Baoliang Zhao & Yucheng He & Ying Hu 0001 & Bing Li 0015 & Peng Zhang 0012 & Max Q.-H. Meng,journals/ral/WangWZHHLZM21,https://doi.org/10.1109/LRA.2021.3057558,Robotics
15,Learning With Dual Demonstration Domains: Random Domain-Adaptive Meta-Learning.,2022,Ziye Hu & Wei Li 0055 & Zhongxue Gan & Weikun Guo & Jiwei Zhu & Xiang Gao & Xuyun Yang & Yueyan Peng & Zhihao Zuo & James Zhiqing Wen & Decheng Zhou,journals/ral/HuLGGZGYPZWZ22,https://doi.org/10.1109/LRA.2022.3145088,Robotics
16,Soft Robot Skin With Conformal Adaptability for On-Body Tactile Perception of Collaborative Robots.,2022,Zhiqiu Ye & Gaoyang Pang & Kaichen Xu & Zeyang Hou & Honghao Lv & Yiren Shen & Geng Yang,journals/ral/YePXHLSY22,https://doi.org/10.1109/LRA.2022.3155225,Robotics
17,Adaptive Dynamic Control for Magnetically Actuated Medical Robots.,2019,Lavinia Barducci & Giovanni Pittiglio & Joseph C. Norton & Keith L. Obstein & Pietro Valdastri,journals/ral/BarducciPNOV19,https://doi.org/10.1109/LRA.2019.2928761,Robotics
18,Learning From Humans How to Grasp: A Data-Driven Architecture for Autonomous Grasping With Anthropomorphic Soft Hands.,2019,Cosimo Della Santina & Visar Arapi & Giuseppe Averta & Francesca Damiani & Gaia Fiore & Alessandro Settimi & Manuel G. Catalano & Davide Bacciu & Antonio Bicchi & Matteo Bianchi 0002,journals/ral/SantinaAADFSCBB19,https://doi.org/10.1109/LRA.2019.2896485,Robotics
19,An Adaptive Three-Fingered Prismatic Gripper With Passive Rotational Joints.,2016,Spencer B. Backus & Aaron M. Dollar,journals/ral/BackusD16,https://doi.org/10.1109/LRA.2016.2516506,Robotics
20,Self-Reconfiguration in Response to Faults in Modular Aerial Systems.,2020,Neeraj Gandhi & David Saldaña & Vijay Kumar 0001 & Linh Thi Xuan Phan,journals/ral/GandhiSKP20,https://doi.org/10.1109/LRA.2020.2970685,Robotics
21,Learning to Walk a Tripod Mobile Robot Using Nonlinear Soft Vibration Actuators With Entropy Adaptive Reinforcement Learning.,2020,Jae In Kim & Mineui Hong & Kyungjae Lee 0001 & DongWook Kim & Yong-Lae Park & Songhwai Oh,journals/ral/KimHLKPO20,https://doi.org/10.1109/LRA.2020.2970945,Robotics
22,PVStereo: Pyramid Voting Module for End-to-End Self-Supervised Stereo Matching.,2021,Hengli Wang & Rui Fan 0001 & Peide Cai & Ming Liu 0001,journals/ral/WangFCL21,https://doi.org/10.1109/LRA.2021.3068108,Robotics
23,Self-Attention Based Visual-Tactile Fusion Learning for Predicting Grasp Outcomes.,2020,Shaowei Cui & Rui Wang 0031 & Junhang Wei & Jingyi Hu & Shuo Wang 0001,journals/ral/CuiWWHW20,https://doi.org/10.1109/LRA.2020.3010720,Robotics
24,A Fabrication Free; 3D Printed; Multi-Material; Self-Sensing Soft Actuator.,2020,Travis Hainsworth & Lawrence Smith & Sebastian Alexander & Robert MacCurdy,journals/ral/HainsworthSAM20,https://doi.org/10.1109/LRA.2020.2986760,Robotics
25,Cooperative Control of Heterogeneous Connected Vehicle Platoons: An Adaptive Leader-Following Approach.,2020,Junyan Hu & Parijat Bhowmick & Farshad Arvin & Alexander Lanzon & Barry Lennox,journals/ral/HuBALL20,https://doi.org/10.1109/LRA.2020.2966412,Robotics
26,Autonomous Terrain Classification With Co- and Self-Training Approach.,2016,Kyohei Otsu & Masahiro Ono & Thomas J. Fuchs & Ian Baldwin & Takashi Kubota,journals/ral/OtsuOFBK16,https://doi.org/10.1109/LRA.2016.2525040,Robotics
27,Adaptive Body Schema Learning System Considering Additional Muscles for Musculoskeletal Humanoids.,2022,Kento Kawaharazuka & Akihiro Miki & Yasunori Toshimitsu & Kei Okada & Masayuki Inaba,journals/ral/KawaharazukaMTO22,https://doi.org/10.1109/LRA.2022.3147457,Robotics
28,FoV-Net: Field-of-View Extrapolation Using Self-Attention and Uncertainty.,2021,Liqian Ma & Stamatios Georgoulis & Xu Jia & Luc Van Gool,journals/ral/MaGJG21,https://doi.org/10.1109/LRA.2021.3067848,Robotics
29,Intelligent Machining Monitoring Using Sound Signal Processed With the Wavelet Method and a Self-Organizing Neural Network.,2019,Vahid Nasir & Julie Cool & Farrokh Sassani,journals/ral/NasirCS19,https://doi.org/10.1109/LRA.2019.2926666,Robotics
30,Adaptive CPG-Based Gait Planning With Learning-Based Torque Estimation and Control for Exoskeletons.,2021,Mojtaba Sharifi & Javad Khodaei-Mehr & Vivian K. Mushahwar & Mahdi Tavakoli,journals/ral/SharifiKMT21,https://doi.org/10.1109/LRA.2021.3105996,Robotics
31,Swarm Relays: Distributed Self-Healing Ground-and-Air Connectivity Chains.,2020,Vivek Shankar Varadharajan & David St-Onge & Bram Adams & Giovanni Beltrame,journals/ral/VaradharajanSAB20,https://doi.org/10.1109/LRA.2020.3006793,Robotics
32,ScaTE: A Scalable Framework for Self- Supervised Traversability Estimation in Unstructured Environments.,2023,Junwon Seo & Taekyung Kim 0003 & Kiho Kwak & Jihong Min & Inwook Shim,journals/ral/SeoKKMS23,https://doi.org/10.1109/LRA.2023.3234768,Robotics
33,On the Coupling of Depth and Egomotion Networks for Self-Supervised Structure from Motion.,2022,Brandon Wagstaff & Valentin Peretroukhin & Jonathan Kelly,journals/ral/WagstaffPK22,https://doi.org/10.1109/LRA.2022.3176087,Robotics
34,Proposal and Prototyping of Self-Excited Pneumatic Actuator Using Automatic-Flow-Path-Switching-Mechanism.,2020,Kosuke Tani & Hiroyuki Nabae & Gen Endo & Koichi Suzumori,journals/ral/TaniNES20,https://doi.org/10.1109/LRA.2020.2974448,Robotics
35,Robust Adaptive Ensemble Adversary Reinforcement Learning.,2022,Peng Zhai & Taixian Hou & Xiaopeng Ji & Zhiyan Dong & Lihua Zhang,journals/ral/ZhaiHJDZ22,https://doi.org/10.1109/LRA.2022.3220531,Robotics
36,Shift-Adaptive Estimation of Joint Angle Using Instrumented Brace With Two Stretch Sensors Based on Gaussian Mixture Models.,2020,Ryo Eguchi & Brendan Michael & Matthew Howard 0001 & Masaki Takahashi,journals/ral/EguchiMHT20,https://doi.org/10.1109/LRA.2020.3010486,Robotics
37,See Eye to Eye: A Lidar-Agnostic 3D Detection Framework for Unsupervised Multi-Target Domain Adaptation.,2022,Darren Tsai & Julie Stephany Berrio & Mao Shan & Stewart Worrall & Eduardo M. Nebot,journals/ral/TsaiBSWN22,https://doi.org/10.1109/LRA.2022.3185783,Robotics
38,Learning a State Transition Model of an Underactuated Adaptive Hand.,2019,Avishai Sintov & Andrew S. Morgan & Andrew Kimmel & Aaron M. Dollar & Kostas E. Bekris & Abdeslam Boularias,journals/ral/SintovMKDBB19,https://doi.org/10.1109/LRA.2019.2894875,Robotics
39,An Insect-Scale Self-Sufficient Rolling Microrobot.,2020,Palak Bhushan & Claire J. Tomlin,journals/ral/BhushanT20,https://doi.org/10.1109/LRA.2019.2949735,Robotics
40,Modeling of Architectural Components for Large-Scale Indoor Spaces From Point Cloud Measurements.,2020,Gahyeon Lim & Youjin Oh & Dongwoo Kim & ChangHyun Jun & Jaehyeon Kang & Nakju Lett Doh,journals/ral/LimOKJKD20,https://doi.org/10.1109/LRA.2020.2976327,Robotics
41,Incorporating Trust and Self-Confidence Analysis in the Guidance and Control of (Semi)Autonomous Mobile Robotic Systems.,2019,Hamed Saeidi & Yue Wang 0011,journals/ral/Saeidi019,https://doi.org/10.1109/LRA.2018.2886406,Robotics
42,Adaptive Compliant Skill Learning for Contact-Rich Manipulation With Human in the Loop.,2022,Weiyong Si & Yuan Guan & Ning Wang 0009,journals/ral/SiGW22,https://doi.org/10.1109/LRA.2022.3159163,Robotics
43,Learning on the Job: Long-Term Behavioural Adaptation in Human-Robot Interactions.,2022,Francesco Del Duchetto & Marc Hanheide,journals/ral/DuchettoH22,https://doi.org/10.1109/LRA.2022.3178807,Robotics
44,Self-Supervised Single-Image Depth Estimation From Focus and Defocus Clues.,2021,Yawen Lu & Garrett Milliron & John Slagter & Guoyu Lu,journals/ral/LuMSL21,https://doi.org/10.1109/LRA.2021.3092258,Robotics
45,A Bioinspired Composite Finger With Self-Locking Joints.,2021,Qiqiang Hu & Hanjin Huang & Erbao Dong & Dong Sun 0001,journals/ral/HuHDS21,https://doi.org/10.1109/LRA.2021.3056345,Robotics
46,Online Adaptation for Implicit Object Tracking and Shape Reconstruction in the Wild.,2022,Jianglong Ye & Yuntao Chen & Naiyan Wang & Xiaolong Wang 0004,journals/ral/YeCWW22,https://doi.org/10.1109/LRA.2022.3189185,Robotics
47,Distance Estimation Using Self-Induced Noise of an Aerial Vehicle.,2021,Luke Calkins & Joseph F. Lingevitch & Joe Coffin & Loy McGuire & Jason Geder & Matthew Kelly & Michael M. Zavlanos & Donald Sofge & Daniel M. Lofaro,journals/ral/CalkinsLCMGKZSL21,https://doi.org/10.1109/LRA.2021.3060664,Robotics
48,Learning From Demonstrations Via Multi-Level and Multi-Attention Domain-Adaptive Meta-Learning.,2022,Ziye Hu & Zhongxue Gan & Wei Li 0055 & Weikun Guo & Xiang Gao & Jiwei Zhu,journals/ral/HuGLGGZ22,https://doi.org/10.1109/LRA.2022.3207558,Robotics
49,Extracting Traffic Primitives Directly From Naturalistically Logged Data for Self-Driving Applications.,2018,Wenshuo Wang & Ding Zhao,journals/ral/WangZ18,https://doi.org/10.1109/LRA.2018.2794604,Robotics
50,Adaptive Oscillator-Based Robust Control for Flexible Hip Assistive Exoskeleton.,2019,Tao Xue & Ziwei Wang 0001 & Tao Zhang 0006 & Meng Zhang,journals/ral/XueWZZ19,https://doi.org/10.1109/LRA.2019.2926678,Robotics
51,A Robot That Encourages Self-Disclosure to Reduce Anger Mood.,2021,Takuto Akiyoshi & Junya Nakanishi & Hiroshi Ishiguro & Hidenobu Sumioka & Masahiro Shiomi,journals/ral/AkiyoshiNISS21,https://doi.org/10.1109/LRA.2021.3102326,Robotics
52,BRL/Pisa/IIT SoftHand: A Low-Cost; 3D-Printed; Underactuated; Tendon-Driven Hand With Soft and Adaptive Synergies.,2022,Haoran Li & Christopher J. Ford & Matteo Bianchi 0002 & Manuel G. Catalano & Efi Psomopoulou & Nathan F. Lepora,journals/ral/LiFBCPL22,https://doi.org/10.1109/LRA.2022.3187876,Robotics
53,Self-Supervised Correspondence in Visuomotor Policy Learning.,2020,Peter R. Florence & Lucas Manuelli & Russ Tedrake,journals/ral/FlorenceMT20,https://doi.org/10.1109/LRA.2019.2956365,Robotics
54,A Cerebellar Internal Models Control Architecture for Online Sensorimotor Adaptation of a Humanoid Robot Acting in a Dynamic Environment.,2020,Marie Claire Capolei & Nils Axel Andersen & Henrik Hautop Lund & Egidio Falotico & Silvia Tolu,journals/ral/CapoleiALFT20,https://doi.org/10.1109/LRA.2019.2943818,Robotics
55,Performance; Precision; and Payloads: Adaptive Nonlinear MPC for Quadrotors.,2022,Drew Hanover & Philipp Foehn & Sihao Sun & Elia Kaufmann & Davide Scaramuzza 0001,journals/ral/HanoverFSKS22,https://doi.org/10.1109/LRA.2021.3131690,Robotics
56,Modeling; Gait Sequence Design; and Control Architecture of BADGER Underground Robot.,2021,Panagiotis Vartholomeos & Panos Marantos & George C. Karras & Elisabeth Menendez & Marcos Rodriguez & Santiago Martínez de la Casa Díaz & Carlos Balaguer,journals/ral/VartholomeosMKM21,https://doi.org/10.1109/LRA.2021.3056068,Robotics
57,Learning Category-Level Generalizable Object Manipulation Policy Via Generative Adversarial Self-Imitation Learning From Demonstrations.,2022,Hao Shen & Weikang Wan & He Wang 0010,journals/ral/ShenWW22,https://doi.org/10.1109/LRA.2022.3196122,Robotics
58,Efficient Dynamics Estimation With Adaptive Model Sets.,2021,Ellis Ratner & Andrea Bajcsy & Terrence Fong & Claire J. Tomlin & Anca D. Dragan,journals/ral/RatnerBFTD21,https://doi.org/10.1109/LRA.2021.3060415,Robotics
59,Underactuated Soft Hip Exosuit Based on Adaptive Oscillators to Assist Human Locomotion.,2022,Enrica Tricomi & Nicola Lotti & Francesco Missiroli & Xiaohui Zhang & Michele Xiloyannis & Thomas Müller & Simona Crea & Emese Papp & Jens Krzywinski & Nicola Vitiello & Lorenzo Masia,journals/ral/TricomiLMZXMCPK22,https://doi.org/10.1109/LRA.2021.3136240,Robotics
60,Observer and Robust H∞ Control of a 2-DOF Piezoelectric Actuator Equipped With Self-Measurement.,2018,Omar Aljanaideh & Micky Rakotondrabe,journals/ral/AljanaidehR18,https://doi.org/10.1109/LRA.2018.2795045,Robotics
61,Singularity Resolution in Equality and Inequality Constrained Hierarchical Task-Space Control by Adaptive Nonlinear Least Squares.,2018,Kai Pfeiffer & Adrien Escande & Abderrahmane Kheddar,journals/ral/PfeifferEK18,https://doi.org/10.1109/LRA.2018.2855265,Robotics
62,Adaptive Risk-Based Replanning For Human-Aware Multi-Robot Task Allocation With Local Perception.,2019,Zeynab Talebpour & Alcherio Martinoli,journals/ral/TalebpourM19,https://doi.org/10.1109/LRA.2019.2926966,Robotics
63,Hierarchical Point Cloud Encoding and Decoding With Lightweight Self-Attention Based Model.,2022,En Yen Puang & Hao Zhang 0048 & Hongyuan Zhu & Wei Jing,journals/ral/PuangZZJ22,https://doi.org/10.1109/LRA.2022.3149569,Robotics
64,An Adaptive Fuzzy Control for Human-in-the-Loop Operations With Varying Communication Time Delays.,2022,Zhenyu Lu & Yuan Guan & Ning Wang 0009,journals/ral/LuGW22,https://doi.org/10.1109/LRA.2022.3158540,Robotics
65,A Stable Adaptive Observer for Hard-Iron and Soft-Iron Bias Calibration and Compensation for Two-Axis Magnetometers: Theory and Experimental Evaluation.,2020,Andrew R. Spielvogel & Louis L. Whitcomb,journals/ral/SpielvogelW20,https://doi.org/10.1109/LRA.2020.2967308,Robotics
66,Autonomous and Adaptive Navigation for Terrestrial-Aerial Bimodal Vehicles.,2022,Ruibin Zhang & Yuze Wu & Lixian Zhang & Chao Xu 0001 & Fei Gao 0011,journals/ral/ZhangWZXG22,https://doi.org/10.1109/LRA.2022.3145505,Robotics
67,Look No Further: Adapting the Localization Sensory Window to the Temporal Characteristics of the Environment.,2017,Jake Bruce & Adam Jacobson & Michael Milford,journals/ral/BruceJM17,https://doi.org/10.1109/LRA.2017.2724146,Robotics
68,Learning Long-Range Perception Using Self-Supervision From Short-Range Sensors and Odometry.,2019,Mirko Nava & Jerome Guzzi & R. Omar Chavez-Garcia & Luca Maria Gambardella & Alessandro Giusti,journals/ral/NavaGCGG19,https://doi.org/10.1109/LRA.2019.2894849,Robotics
69,An Adaptive Method for the Stochastic Orienteering Problem.,2021,Thomas C. Thayer & Stefano Carpin,journals/ral/ThayerC21,https://doi.org/10.1109/LRA.2021.3068699,Robotics
70,Pneumatic Artificial Muscle With Large Stroke Based on a Contraction Ratio Amplification Mechanism and Self-Contained Sensing.,2021,Disheng Xie & Jianbin Liu & Siyang Zuo,journals/ral/XieLZ21,https://doi.org/10.1109/LRA.2021.3113375,Robotics
71,Deep Active Visual Attention for Real-Time Robot Motion Generation: Emergence of Tool-Body Assimilation and Adaptive Tool-Use.,2022,Hyogo Hiruma & Hiroshi Ito & Hiroki Mori & Tetsuya Ogata,journals/ral/HirumaIMO22,https://doi.org/10.1109/LRA.2022.3187614,Robotics
72,Self-Sensing McKibben Artificial Muscles Embedded With Dielectric Elastomer Sensor.,2021,Ryo Kanno & Shuya Watanabe & Keita Shimizu & Jun Shintake,journals/ral/KannoWSS21,https://doi.org/10.1109/LRA.2021.3093276,Robotics
73,A Novel Adaptive Controller for Robot Manipulators Based on Active Inference.,2020,Corrado Pezzato & Riccardo M. G. Ferrari & Carlos Hernández Corbato,journals/ral/PezzatoFC20,https://doi.org/10.1109/LRA.2020.2974451,Robotics
74,Trust Adaptation Leads to Lower Control Effort in Shared Control of Crane Automation.,2017,Alexander Broad & Jarvis A. Schultz & Matthew Derry & Todd D. Murphey & Brenna D. Argall,journals/ral/BroadSDMA17,https://doi.org/10.1109/LRA.2016.2593740,Robotics
75,Design of a Self-Adaptive Robotic Leg Using a Triggered Compliant Element.,2017,Dmitri Fedorov & Lionel Birglen,journals/ral/FedorovB17,https://doi.org/10.1109/LRA.2017.2670678,Robotics
76,Reconfigurable Self-Sensing Pneumatic Artificial Muscle With Locking Ability Based on Modular Multi-Chamber Soft Actuator.,2022,Jianbin Liu & Zhuo Ma & Yingxue Wang & Siyang Zuo,journals/ral/LiuMWZ22,https://doi.org/10.1109/LRA.2022.3189154,Robotics
77,Power Flow Regulation; Adaptation; and Learning for Intrinsically Robust Virtual Energy Tanks.,2020,Erfan Shahriari & Lars Johannsmeier & Elisabeth Jensen & Sami Haddadin,journals/ral/ShahriariJJH20,https://doi.org/10.1109/LRA.2019.2953662,Robotics
78,Toward Adaptive and Intelligent Electroadhesives for Robotic Material Handling.,2017,Jianglong Guo & Thomas Bamber & Yuchen Zhao & Matthew Chamberlain & Laura Justham & Michael Jackson 0006,journals/ral/GuoBZCJJ17,https://doi.org/10.1109/LRA.2016.2646258,Robotics
79,Adaptive Fuzzy Sliding Mode Control for High-Precision Motion Tracking of a Multi-DOF Micro/Nano Manipulator.,2020,Mohammadali Ghafarian & Bijan Shirinzadeh & Ammar Abdulhussein Lafta Al-Jodah & Tilok Kumar Das,journals/ral/GhafarianSAD20,https://doi.org/10.1109/LRA.2020.2996065,Robotics
80,Efficient and Probabilistic Adaptive Voxel Mapping for Accurate Online LiDAR Odometry.,2022,Chongjian Yuan & Wei Xu 0028 & Xiyuan Liu & Xiaoping Hong & Fu Zhang,journals/ral/YuanXLHZ22,https://doi.org/10.1109/LRA.2022.3187250,Robotics
81,Sample-Efficient Policy Adaptation for Exoskeletons Under Variations in the Users and the Environment.,2022,Ahmadreza Shahrokhshahi & Majid Khadiv & Ali Taherifar & Saeed Mansouri & Edward J. Park & Siamak Arzanpour,journals/ral/ShahrokhshahiKT22,https://doi.org/10.1109/LRA.2022.3187262,Robotics
82,Adaptive Cubature Split Covariance Intersection Filter for Multi-Vehicle Cooperative Localization.,2022,Susu Fang & Hao Li 0024 & Ming Yang 0002,journals/ral/FangLY22,https://doi.org/10.1109/LRA.2021.3137889,Robotics
83,Enhancing Adaptive Grasping Through a Simple Sensor-Based Reflex Mechanism.,2017,Emanuele Luberto & Yier Wu & Gaspare Santaera & Marco Gabiccini & Antonio Bicchi,journals/ral/LubertoWSGB17,https://doi.org/10.1109/LRA.2017.2681122,Robotics
84,Meta-Residual Policy Learning: Zero-Trial Robot Skill Adaptation via Knowledge Fusion.,2022,Peng Hao & Tao Lu & Shaowei Cui & Junhang Wei & Yinghao Cai & Shuo Wang 0001,journals/ral/HaoLCWCW22,https://doi.org/10.1109/LRA.2022.3146916,Robotics
85,Robust Self-Supervised LiDAR Odometry Via Representative Structure Discovery and 3D Inherent Error Modeling.,2022,Yan Xu & Junyi Lin & Jianping Shi & Guofeng Zhang 0001 & Xiaogang Wang 0001 & Hongsheng Li 0001,journals/ral/XuLSZWL22,https://doi.org/10.1109/LRA.2022.3140794,Robotics
86,Adaptively Calibrated Critic Estimates for Deep Reinforcement Learning.,2023,Nicolai Dorka & Tim Welschehold & Joschka Bödecker & Wolfram Burgard,journals/ral/DorkaWBB23,https://doi.org/10.1109/LRA.2022.3229236,Robotics
87,Shape-Preserving and Reactive Adaptation of Robot End-Effector Trajectories.,2021,Maxim Vochten & Wilm Decré & Erwin Aertbeliën & Joris De Schutter,journals/ral/VochtenDAS21,https://doi.org/10.1109/LRA.2020.3048674,Robotics
88,Maximizing Self-Supervision From Thermal Image for Effective Self-Supervised Learning of Depth and Ego-Motion.,2022,Ukcheol Shin & Kyunghyun Lee 0004 & Byeong-Uk Lee & In So Kweon,journals/ral/ShinLLK22a,https://doi.org/10.1109/LRA.2022.3185382,Robotics
89,Softness-Adaptive Pinch-Grasp Strategy Using Fingertip Tactile Information of Robot Hand.,2021,Sungwoo Park & Donghyun Hwang,journals/ral/ParkH21,https://doi.org/10.1109/LRA.2021.3092770,Robotics
90,Adaptive Air Density Estimation for Precise Tracking Control and Accurate External Wrench Observation for Flying Robots.,2020,Moritz Maier & Manuel Keppler & Christian Ott 0001 & Alin Albu-Schäffer,journals/ral/MaierKOA20,https://doi.org/10.1109/LRA.2020.2967333,Robotics
91,Probabilistic Decision Model for Adaptive Task Planning in Human-Robot Collaborative Assembly Based on Designer and Operator Intents.,2021,Martijn Cramer & Karel Kellens & Eric Demeester,journals/ral/CramerKD21,https://doi.org/10.1109/LRA.2021.3095513,Robotics
92,Robust Incremental State Estimation Through Covariance Adaptation.,2020,Ryan M. Watson & Jason N. Gross & Clark N. Taylor & Robert C. Leishman,journals/ral/WatsonGTL20,https://doi.org/10.1109/LRA.2020.2979655,Robotics
93,APPLD: Adaptive Planner Parameter Learning From Demonstration.,2020,Xuesu Xiao & Bo Liu 0042 & Garrett Warnell & Jonathan Fink & Peter Stone,journals/ral/XiaoLWFS20,https://doi.org/10.1109/LRA.2020.3002217,Robotics
94,Self-Supervised Learning of Visual Servoing for Low-Rigidity Robots Considering Temporal Body Changes.,2022,Kento Kawaharazuka & Naoaki Kanazawa & Kei Okada & Masayuki Inaba,journals/ral/KawaharazukaKOI22,https://doi.org/10.1109/LRA.2022.3186074,Robotics
95,Hybrid Hierarchical Learning for Adaptive Persuasion in Human-Robot Interaction.,2022,Shane Saunderson & Goldie Nejat,journals/ral/SaundersonN22,https://doi.org/10.1109/LRA.2022.3140813,Robotics
96,An Expressiveness Hierarchy of Behavior Trees and Related Architectures.,2021,Oliver Biggar & Mohammad Zamani & Iman Shames,journals/ral/BiggarZS21,https://doi.org/10.1109/LRA.2021.3074337,Robotics
97,Self-Supervised Depth Completion for Active Stereo.,2022,Frederik Warburg & Daniel Hernández Juárez & Juan Tarrio & Alexander Vakhitov & Ujwal Bonde & Pablo F. Alcantarilla,journals/ral/WarburgJTVBA22,https://doi.org/10.1109/LRA.2022.3145512,Robotics
98,Design and Modeling of a Dual-Ball Self-Balancing Robot.,2022,Xiaoshan Gao & Liang Yan 0001 & Zhuang He & Gang Wang 0025 & I-Ming Chen,journals/ral/GaoYHWC22,https://doi.org/10.1109/LRA.2022.3219029,Robotics
99,Adaptive Autonomous Navigation of Multiple Optoelectronic Microrobots in Dynamic Environments.,2022,Laurent Mennillo & Christopher Bendkowski & Mohamed Elsayed & Harrison Edwards & Shuailong Zhang & Vijay Pawar & Aaron R. Wheeler & Danail Stoyanov & Michael J. Shaw,journals/ral/MennilloBEEZPWS22,https://doi.org/10.1109/LRA.2022.3194308,Robotics
100,SOLAR-GP: Sparse Online Locally Adaptive Regression Using Gaussian Processes for Bayesian Robot Model Learning and Control.,2020,Brian Wilcox & Michael C. Yip,journals/ral/WilcoxY20,https://doi.org/10.1109/LRA.2020.2974432,Robotics
101,A Reconfigurable Design for Omni-Adaptive Grasp Learning.,2020,Fang Wan & Haokun Wang & Jiyuan Wu & Yujia Liu & Sheng Ge & Chaoyang Song,journals/ral/WanWWLGS20,https://doi.org/10.1109/LRA.2020.2982059,Robotics
102,An Optimal Planning Framework to Deploy Self-Reconfigurable Modular Robots.,2019,Hala Khodr & Mehmet Mutlu & Simon Hauser & Alexandre Bernardino & Auke Jan Ijspeert,journals/ral/KhodrMHBI19,https://doi.org/10.1109/LRA.2019.2931216,Robotics
103,Self-Supervised Drivable Area and Road Anomaly Segmentation Using RGB-D Data For Robotic Wheelchairs.,2019,Hengli Wang & Yuxiang Sun & Ming Liu 0001,journals/ral/WangSL19,https://doi.org/10.1109/LRA.2019.2932874,Robotics
104,Self-Supervised Depth and Ego-Motion Estimation for Monocular Thermal Video Using Multi-Spectral Consistency Loss.,2022,Ukcheol Shin & Kyunghyun Lee 0004 & Seokju Lee & In So Kweon,journals/ral/ShinLLK22,https://doi.org/10.1109/LRA.2021.3137895,Robotics
