hits,title,year,authors,key,ee,venue_category
1154,Making Sense of Vision and Touch: Self-Supervised Learning of Multimodal Representations for Contact-Rich Tasks.,2019,Michelle A. Lee & Yuke Zhu & Krishnan Srinivasan & Parth Shah 0003 & Silvio Savarese & Li Fei-Fei 0001 & Animesh Garg & Jeannette Bohg,conf/icra/LeeZSSS0GB19,https://doi.org/10.1109/ICRA.2019.8793485,Robotics
540,Thermal-aware adaptive VM allocation considering server locations in heterogeneous data centers.,2021,Young Geun Kim & Seon Young Kim & Seung Hun Choi & Sung Woo Chung,journals/jsa/KimKCC21,https://doi.org/10.1016/j.sysarc.2021.102071,Software_Architecture
1975,Robots Building Bridges; Not Walls.,2018,Yiwen Hua & Yawen Deng & Kirstin Petersen,conf/saso/HuaDP18,https://doi.org/10.1109/FAS-W.2018.00041,Self-Adaptive_Systems
1880,A DSL for MAPE Patterns Representation in Self-adapting Systems.,2018,Paolo Arcaini & Raffaela Mirandola & Elvinia Riccobene & Patrizia Scandurra,conf/ecsa/ArcainiMRS18,https://doi.org/10.1007/978-3-030-00761-4_1,Software_Architecture
1491,Self-healing Cell Tactile Sensor Fabricated Using Ultraflexible Printed Electrodes.,2020,Masahiro Shimizu & Toshinori Fujie & Takuya Umedachi & Shunsuke Shigaki & Hiroki Kawashima & Masato Saito & Hirono Ohashi & Koh Hosoda,conf/iros/ShimizuFUSKSOH20,https://doi.org/10.1109/IROS45743.2020.9341005,Robotics
1938,A Machine Learning-Driven Approach for Proactive Decision Making in Adaptive Architectures.,2019,Henry Muccini & Karthik Vaidhyanathan,conf/icsa/MucciniV19,https://doi.org/10.1109/ICSA-C.2019.00050,Software_Architecture
1572,Detecting Grasp Phases and Adaption of Object-Hand Interaction Forces of a Soft Humanoid Hand Based on Tactile Feedback.,2021,Pascal Weiner & Felix Hundhausen & Raphael Grimm & Tamim Asfour,conf/iros/WeinerHGA21,https://doi.org/10.1109/IROS51168.2021.9636484,Robotics
1153,Locally-adaptive slip prediction for planetary rovers using Gaussian processes.,2017,Christopher Cunningham & Masahiro Ono & Issa Nesnas & Jeng Yen & William L. Whittaker,conf/icra/CunninghamONYW17,https://doi.org/10.1109/ICRA.2017.7989646,Robotics
1934,Self-Commissioning Industrial IoT-Systems in Process Automation: A Reference Architecture.,2018,Heiko Koziolek & Andreas Burger & Jens Doppelhamer,conf/icsa/KoziolekBD18,https://doi.org/10.1109/ICSA.2018.00029,Software_Architecture
1851,Exploring Fast Artistic Style Merging on Heterogenous Architecture.,2017,Peian Wang & Jinyun Gu & Zichen Xu 0001,conf/icac/WangGX17,https://doi.org/10.1109/ICAC.2017.39,Self-Adaptive_Systems
1957,Edge Detection in Static and Dynamic Environments using Robot Swarms.,2017,Yara Khaluf,conf/saso/Khaluf17,http://doi.ieeecomputersociety.org/10.1109/SASO.2017.17,Self-Adaptive_Systems
1181,A Paradigm for Safe Adaptation of Collaborating Robots.,2022,Emilia Cioroaica & Barbora Buhnova & Emrah Tomur,conf/seams/CioroaicaBT22,https://doi.org/10.1145/3524844.3528061,Self-Adaptive_Systems
447,Improving Scalability and Reward of Utility-Driven Self-Healing for Large Dynamic Architectures.,2020,Sona Ghahremani & Holger Giese & Thomas Vogel 0001,journals/taas/GhahremaniGV20,https://doi.org/10.1145/3380965,Self-Adaptive_Systems
1969,Generic Adaptive Monitoring Based on Executed Architecture Runtime Model Queries and Events.,2019,Thomas Brand & Holger Giese,conf/saso/BrandG19,https://doi.org/10.1109/SASO.2019.00012,Self-Adaptive_Systems
218,Automatic Design of Compliant Surgical Forceps With Adaptive Grasping Functions.,2020,Yilun Sun & Yuqing Liu & Lingji Xu & Yunzhe Zou & Angela Faragasso & Tim C. Lueth,journals/ral/SunLXZFL20,https://doi.org/10.1109/LRA.2020.2967715,Robotics
1844,Runtime modularity in complex structures: a component model for fine grained runtime adaptation.,2014,Barry Porter,conf/cbse/Porter14,https://doi.org/10.1145/2602458.2602471,Software_Architecture
1842,Adaptive monitoring of end-user OSGi-based home boxes.,2012,Yoann Maurel & André Bottaro & Radu Kopetz & Koutheir Attouchi,conf/cbse/MaurelBKA12,https://doi.org/10.1145/2304736.2304763,Software_Architecture
480,Fully body visual self-modeling of robot morphologies.,2022,Boyuan Chen & Robert Kwiatkowski & Carl Vondrick & Hod Lipson,journals/scirobotics/ChenKVL22,https://doi.org/10.1126/scirobotics.abn1944,Robotics
831,AdapNet: Adaptive semantic segmentation in adverse environmental conditions.,2017,Abhinav Valada & Johan Vertens & Ankit Dhall & Wolfram Burgard,conf/icra/ValadaVDB17,https://doi.org/10.1109/ICRA.2017.7989540,Robotics
1302,RobotCore: An Open Architecture for Hardware Acceleration in ROS 2.,2022,Víctor Mayoral Vilches & Sabrina M. Neuman & Brian Plancher & Vijay Janapa Reddi,conf/iros/VilchesNPR22,https://doi.org/10.1109/IROS47612.2022.9982082,Robotics
1952,Self-Organized Resource Allocation for Reconfigurable Robot Ensembles.,2018,Julian Hanke & Oliver Kosak & Alexander Schiendorfer & Wolfgang Reif,conf/saso/HankeKSR18,https://doi.org/10.1109/SASO.2018.00022,Self-Adaptive_Systems
1939,Straightforward Specification of Adaptation-Architecture-Significant Requirements of IoT-enabled Cyber-Physical Systems.,2018,Pablo Oliveira Antonino & Andreas Morgenstern & Benno Kallweit & Martin Becker 0002 & Thomas Kuhn 0001,conf/icsa/AntoninoMKBK18,https://doi.org/10.1109/ICSA-C.2018.00012,Software_Architecture
1921,IAS: An IoT Architectural Self-adaptation Framework.,2020,Mahyar Tourchi Moghaddam & Éric Rutten & Philippe Lalanda & Guillaume Giraud,conf/ecsa/MoghaddamRLG20,https://doi.org/10.1007/978-3-030-58923-3_22,Software_Architecture
1889,A Vision to identify Architectural Smells in Self-Adaptive Systems using Behavioral Maps (short paper).,2021,Edilton Lima dos Santos & Sophie Fortz & Gilles Perrouin & Pierre-Yves Schobbens,conf/ecsa/SantosFPS21,http://ceur-ws.org/Vol-2978/casa-paper3.pdf,Software_Architecture
1847,Adaptive Power Profiling for Many-Core HPC Architectures.,2016,Jaimie Kelley & Christopher Stewart & Devesh Tiwari & Saurabh Gupta 0002,conf/icac/KelleySTG16,https://doi.org/10.1109/ICAC.2016.45,Self-Adaptive_Systems
1873,Towards Novel and Intentional Cooperation of Diverse Autonomous Robots: An Architectural Approach.,2021,Niko Mäkitalo & Simo Linkola & Tomi Laurinen & Tomi Männistö,conf/ecsa/MakitaloLLM21,http://ceur-ws.org/Vol-2978/casa-paper1.pdf,Software_Architecture
1270,Online Localisation and Colored Mesh Reconstruction Architecture for 3D Visual Feedback in Robotic Exploration Missions.,2022,Quentin Serdel & Christophe Grand & Julien Marzat & Julien Moras,conf/iros/SerdelGMM22,https://doi.org/10.1109/IROS47612.2022.9981137,Robotics
599,Multi-Task Domain Adaptation for Deep Learning of Instance Grasping from Simulation.,2018,Kuan Fang & Yunfei Bai & Stefan Hinterstoisser & Silvio Savarese & Mrinal Kalakrishnan,conf/icra/FangBHSK18,https://doi.org/10.1109/ICRA.2018.8461041,Robotics
1774,TEScalib: Targetless Extrinsic Self-Calibration of LiDAR and Stereo Camera for Automated Driving Vehicles with Uncertainty Analysis.,2022,Haohao Hu & Fengze Han & Frank Bieder & Jan-Hendrik Pauls & Christoph Stiller,conf/iros/HuHBPS22,https://doi.org/10.1109/IROS47612.2022.9981651,Robotics
581,Adaptive response time control for metadata matching in information dissemination systems.,2012,Ming Chen 0002 & Xiaorui Wang & Hairong Qi 0001 & Mallikarjun Shankar,journals/jsa/ChenWQS12,https://doi.org/10.1016/j.sysarc.2012.08.003,Software_Architecture
